"","entry_exit_provider_program_type_code","ee_uid","client_id","entry_exit_review_uid","entry_exit_review_point_in_time_type","entry_exit_review_date","entry_exit_review_date_updated"
"12365","PH - Permanent Supportive Housing (disability required for entry) (HUD)",683707,335148,36352,"Interim Review","4/9/2016","7/20/2016"
"12366","PH - Permanent Supportive Housing (disability required for entry) (HUD)",683707,335148,36356,"Interim Review","10/16/2015","7/20/2016"
"12367","PH - Permanent Supportive Housing (disability required for entry) (HUD)",683707,335148,88234,"Interim Review","10/2/2016","7/10/2018"
"12368","PH - Permanent Supportive Housing (disability required for entry) (HUD)",683707,335148,88235,"Interim Review","8/4/2015","7/10/2018"
"12369","PH - Permanent Supportive Housing (disability required for entry) (HUD)",683984,381278,26848,"Interim Review","1/4/2016","1/11/2016"
"12370","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,29105,"Interim Review","11/23/2015","3/10/2016"
"12371","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,29106,"Interim Review","2/19/2016","3/10/2016"
"12372","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,40041,"Interim Review","5/23/2016","9/20/2016"
"12373","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,40042,"Interim Review","8/24/2016","9/20/2016"
"12374","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,40043,"Interim Review","7/31/2016","1/12/2017"
"12375","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,42434,"Interim Review","11/16/2016","11/16/2016"
"12376","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,57259,"Interim Review","4/24/2017","7/24/2017"
"12377","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,57324,"Interim Review","7/24/2017","7/24/2017"
"12378","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,64600,"Interim Review","10/13/2017","11/2/2017"
"12379","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,70874,"Interim Review","1/11/2018","1/29/2018"
"12380","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,80388,"Interim Review","4/12/2018","4/20/2018"
"12381","PH - Permanent Supportive Housing (disability required for entry) (HUD)",690359,349279,88551,"Interim Review","7/22/2018","10/2/2018"
"12382","PH - Permanent Supportive Housing (disability required for entry) (HUD)",700966,152816,27061,"Interim Review","1/21/2016","1/21/2016"
"12383","PH - Permanent Supportive Housing (disability required for entry) (HUD)",700966,152816,28697,"Interim Review","3/3/2016","3/3/2016"
"12384","PH - Permanent Supportive Housing (disability required for entry) (HUD)",701561,381979,26846,"Interim Review","1/4/2016","1/11/2016"
"12385","PH - Permanent Supportive Housing (disability required for entry) (HUD)",708839,349642,39834,"Interim Review","4/27/2016","9/12/2016"
"12386","PH - Permanent Supportive Housing (disability required for entry) (HUD)",708839,349642,41251,"Interim Review","7/31/2016","10/18/2016"
"12387","PH - Permanent Supportive Housing (disability required for entry) (HUD)",708839,349642,41252,"Interim Review","1/31/2016","10/18/2016"
"12388","PH - Permanent Supportive Housing (disability required for entry) (HUD)",708839,349642,45063,"Interim Review","10/30/2016","1/19/2017"
"12389","PH - Permanent Supportive Housing (disability required for entry) (HUD)",708839,349642,46711,"Interim Review","1/30/2017","2/10/2017"
"12390","PH - Permanent Supportive Housing (disability required for entry) (HUD)",710389,372579,28538,"Interim Review","1/25/2016","4/7/2016"
"12391","PH - Permanent Supportive Housing (disability required for entry) (HUD)",710389,372579,29891,"Interim Review","4/7/2016","4/7/2016"
"12392","PH - Permanent Supportive Housing (disability required for entry) (HUD)",714066,389827,29878,"Interim Review","11/23/2015","4/7/2016"
"12393","PH - Permanent Supportive Housing (disability required for entry) (HUD)",714066,389827,29880,"Interim Review","4/6/2016","4/7/2016"
"12394","PH - Permanent Supportive Housing (disability required for entry) (HUD)",714066,389827,36354,"Interim Review","7/12/2016","7/20/2016"
"12395","PH - Permanent Supportive Housing (disability required for entry) (HUD)",714066,389827,41354,"Interim Review","10/20/2016","10/20/2016"
"12396","PH - Permanent Supportive Housing (disability required for entry) (HUD)",714066,389827,46163,"Interim Review","1/20/2017","2/1/2017"
"12397","PH - Permanent Supportive Housing (disability required for entry) (HUD)",714066,389827,51497,"Interim Review","4/19/2017","4/28/2017"
"12398","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,28536,"Interim Review","2/25/2016","3/1/2016"
"12399","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,31093,"Interim Review","5/19/2016","5/19/2016"
"12400","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,38481,"Interim Review","8/12/2016","8/12/2016"
"12401","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,42144,"Interim Review","11/8/2016","11/8/2016"
"12402","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,46384,"Interim Review","2/6/2017","2/6/2017"
"12403","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,52096,"Interim Review","5/12/2017","5/12/2017"
"12404","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,67198,"Interim Review","8/31/2017","12/12/2017"
"12405","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,79706,"Interim Review","12/1/2017","10/2/2018"
"12406","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,79712,"Interim Review","2/12/2018","4/16/2018"
"12407","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,81833,"Interim Review","5/3/2018","5/3/2018"
"12408","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,91283,"Interim Review","8/17/2018","8/17/2018"
"12409","PH - Permanent Supportive Housing (disability required for entry) (HUD)",728274,303502,97451,"Interim Review","11/30/2018","1/14/2019"
"12410","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,26876,"Interim Review","1/12/2016","1/25/2017"
"12411","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,30347,"Interim Review","4/1/2016","4/20/2016"
"12412","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,37271,"Interim Review","7/5/2016","1/25/2017"
"12413","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,41588,"Interim Review","1/12/2017","1/12/2017"
"12414","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,44702,"Interim Review","10/26/2016","1/25/2017"
"12415","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,50888,"Interim Review","4/10/2017","4/18/2017"
"12416","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,58164,"Interim Review","7/31/2017","8/2/2017"
"12417","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,63814,"Interim Review","10/25/2017","3/5/2018"
"12418","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,70766,"Interim Review","1/16/2018","1/26/2018"
"12419","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,88797,"Interim Review","4/30/2018","7/16/2018"
"12420","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,88799,"Interim Review","7/7/2018","7/16/2018"
"12421","PH - Permanent Supportive Housing (disability required for entry) (HUD)",729680,310880,96188,"Interim Review","10/31/2018","1/14/2019"
"12422","PH - Permanent Supportive Housing (disability required for entry) (HUD)",733910,310551,29414,"Interim Review","3/2/2016","3/21/2016"
"12423","PH - Permanent Supportive Housing (disability required for entry) (HUD)",733910,310551,33240,"Interim Review","6/1/2016","7/10/2016"
"12424","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,30166,"Interim Review","4/13/2016","4/13/2016"
"12425","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,37269,"Interim Review","7/5/2016","7/28/2016"
"12426","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,41346,"Interim Review","10/19/2016","10/20/2016"
"12427","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,46418,"Interim Review","1/31/2017","2/6/2017"
"12428","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,58226,"Interim Review","7/11/2017","8/2/2017"
"12429","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,58227,"Interim Review","4/30/2017","8/2/2017"
"12430","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,63373,"Interim Review","10/8/2017","10/14/2017"
"12431","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,74997,"Interim Review","1/30/2018","3/5/2018"
"12432","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,80847,"Interim Review","4/21/2018","4/24/2018"
"12433","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,89043,"Interim Review","7/13/2018","7/18/2018"
"12434","PH - Permanent Supportive Housing (disability required for entry) (HUD)",747673,371343,94177,"Interim Review","10/2/2018","10/2/2018"
"12435","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29342,"Interim Review","9/25/2014","3/17/2016"
"12436","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29343,"Interim Review","12/18/2014","3/17/2016"
"12437","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29344,"Interim Review","3/23/2015","3/17/2016"
"12438","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29345,"Interim Review","6/8/2015","3/17/2016"
"12439","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29346,"Interim Review","9/8/2015","3/17/2016"
"12440","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29347,"Interim Review","12/30/2015","3/17/2016"
"12441","PH - Permanent Supportive Housing (disability required for entry) (HUD)",757931,334986,29348,"Interim Review","3/10/2016","8/12/2016"
"12442","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760872,366851,36343,"Interim Review","5/20/2016","7/20/2016"
"12443","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,31502,"Interim Review","3/29/2016","5/11/2017"
"12444","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,39063,"Interim Review","8/25/2016","5/11/2017"
"12445","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,42426,"Interim Review","11/15/2016","5/11/2017"
"12446","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,49796,"Interim Review","3/1/2017","5/11/2017"
"12447","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,52032,"Interim Review","2/28/2017","5/11/2017"
"12448","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,52033,"Interim Review","5/17/2017","10/1/2018"
"12449","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,60339,"Interim Review","8/30/2017","8/30/2017"
"12450","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,68484,"Interim Review","3/1/2018","5/3/2018"
"12451","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,81821,"Interim Review","5/3/2018","5/3/2018"
"12452","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,91455,"Interim Review","8/21/2018","8/21/2018"
"12453","PH - Permanent Supportive Housing (disability required for entry) (HUD)",760941,358753,97084,"Interim Review","11/9/2018","11/9/2018"
"12454","PH - Permanent Supportive Housing (disability required for entry) (HUD)",767555,326137,40833,"Interim Review","6/30/2016","10/6/2016"
"12455","PH - Permanent Supportive Housing (disability required for entry) (HUD)",768854,363744,36344,"Interim Review","6/28/2016","7/20/2016"
"12456","PH - Permanent Supportive Housing (disability required for entry) (HUD)",768854,363744,39963,"Interim Review","9/12/2016","9/17/2016"
"12457","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,37452,"Interim Review","7/29/2016","8/2/2016"
"12458","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,42272,"Interim Review","10/10/2016","11/10/2016"
"12459","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,44832,"Interim Review","1/17/2017","1/17/2017"
"12460","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,50688,"Interim Review","4/26/2017","3/5/2018"
"12461","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,58087,"Interim Review","7/31/2017","8/2/2017"
"12462","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,63976,"Interim Review","10/25/2017","10/25/2017"
"12463","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,73287,"Interim Review","1/12/2018","2/19/2018"
"12464","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,85191,"Interim Review","4/29/2018","10/2/2018"
"12465","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,88294,"Interim Review","7/10/2018","7/10/2018"
"12466","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778067,303479,94869,"Interim Review","10/10/2018","10/10/2018"
"12467","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,37310,"Interim Review","7/5/2016","7/28/2016"
"12468","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,41109,"Interim Review","10/12/2016","10/13/2016"
"12469","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,45262,"Interim Review","1/20/2017","1/20/2017"
"12470","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,50358,"Interim Review","4/20/2017","3/5/2018"
"12471","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,50887,"Interim Review","4/5/2017","2/19/2018"
"12472","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,58015,"Interim Review","7/31/2017","8/2/2017"
"12473","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,63683,"Interim Review","10/18/2017","10/19/2017"
"12474","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,73326,"Interim Review","1/9/2018","2/19/2018"
"12475","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,79825,"Interim Review","4/28/2018","10/2/2018"
"12476","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,88596,"Interim Review","7/13/2018","7/13/2018"
"12477","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778312,400708,95042,"Interim Review","10/12/2018","10/12/2018"
"12478","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,36275,"Interim Review","7/12/2016","10/11/2016"
"12479","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,41013,"Interim Review","10/11/2016","4/24/2018"
"12480","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,50896,"Interim Review","4/17/2017","4/24/2018"
"12481","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,56760,"Interim Review","7/13/2017","7/13/2017"
"12482","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,64614,"Interim Review","10/5/2017","11/2/2017"
"12483","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,73204,"Interim Review","2/11/2018","2/16/2018"
"12484","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,80846,"Interim Review","4/28/2018","10/2/2018"
"12485","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,88788,"Interim Review","7/13/2018","7/16/2018"
"12486","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,98870,"Interim Review","10/30/2018","11/29/2018"
"12487","PH - Permanent Supportive Housing (disability required for entry) (HUD)",778445,390879,102426,"Interim Review","1/12/2019","1/21/2019"
"12488","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,41616,"Interim Review","10/18/2016","5/16/2018"
"12489","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,46709,"Interim Review","1/31/2017","5/16/2018"
"12490","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,50903,"Interim Review","4/17/2017","5/16/2018"
"12491","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,56891,"Interim Review","7/13/2017","5/16/2018"
"12492","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,64608,"Interim Review","10/24/2017","11/2/2017"
"12493","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,70759,"Interim Review","1/22/2018","1/26/2018"
"12494","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,76627,"Interim Review","3/21/2018","3/21/2018"
"12495","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,82876,"Interim Review","4/23/2017","5/14/2018"
"12496","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,89809,"Interim Review","7/26/2018","7/26/2018"
"12497","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,102892,"Interim Review","10/26/2018","1/26/2019"
"12498","PH - Permanent Supportive Housing (disability required for entry) (HUD)",795916,377960,102893,"Interim Review","1/26/2019","1/26/2019"
"12499","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,51417,"Interim Review","4/27/2017","3/13/2018"
"12500","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,58006,"Interim Review","1/31/2017","8/2/2017"
"12501","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,58253,"Interim Review","7/31/2017","3/13/2018"
"12502","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,73311,"Interim Review","10/5/2017","3/13/2018"
"12503","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,81037,"Interim Review","4/25/2018","4/25/2018"
"12504","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,89712,"Interim Review","6/25/2018","7/25/2018"
"12505","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,93083,"Interim Review","9/18/2018","9/18/2018"
"12506","PH - Permanent Supportive Housing (disability required for entry) (HUD)",823203,361988,100344,"Interim Review","12/17/2018","1/14/2019"
"12507","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,44576,"Interim Review","1/11/2017","1/11/2017"
"12508","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,45417,"Interim Review","1/23/2017","1/23/2017"
"12509","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,50687,"Interim Review","4/13/2017","4/14/2017"
"12510","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,63086,"Interim Review","10/7/2017","10/11/2017"
"12511","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,63601,"Interim Review","10/18/2017","10/18/2017"
"12512","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,67671,"Interim Review","7/31/2017","12/14/2017"
"12513","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,70252,"Interim Review","1/3/2018","1/22/2018"
"12514","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,82239,"Interim Review","4/9/2018","7/23/2018"
"12515","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,89373,"Interim Review","7/23/2018","7/23/2018"
"12516","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,94051,"Interim Review","10/30/2018","1/14/2019"
"12517","PH - Permanent Supportive Housing (disability required for entry) (HUD)",826637,441757,103209,"Interim Review","1/6/2019","1/29/2019"
"12518","PH - Permanent Supportive Housing (disability required for entry) (HUD)",840990,308884,46938,"Interim Review","2/15/2017","2/15/2017"
"12519","PH - Permanent Supportive Housing (disability required for entry) (HUD)",840990,308884,50600,"Interim Review","2/20/2017","4/12/2017"
"12520","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,48193,"Interim Review","2/27/2017","2/28/2017"
"12521","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,53784,"Interim Review","5/24/2017","6/5/2017"
"12522","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,68495,"Interim Review","8/21/2017","12/22/2017"
"12523","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,68496,"Interim Review","11/30/2017","12/22/2017"
"12524","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,84191,"Interim Review","2/28/2018","5/25/2018"
"12525","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,84192,"Interim Review","5/25/2018","5/25/2018"
"12526","PH - Permanent Supportive Housing (disability required for entry) (HUD)",842007,350455,102021,"Interim Review","11/30/2018","1/14/2019"
"12527","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94568,"Interim Review","8/3/2015","10/7/2018"
"12528","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94569,"Interim Review","11/4/2015","10/7/2018"
"12529","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94570,"Interim Review","2/24/2016","10/7/2018"
"12530","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94571,"Interim Review","5/11/2016","10/7/2018"
"12531","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94572,"Interim Review","8/20/2016","10/7/2018"
"12532","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94573,"Interim Review","11/8/2016","10/7/2018"
"12533","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94574,"Interim Review","6/30/2016","10/7/2018"
"12534","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94575,"Interim Review","5/7/2017","10/7/2018"
"12535","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94576,"Interim Review","8/3/2017","10/7/2018"
"12536","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94677,"Interim Review","2/15/2017","10/8/2018"
"12537","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94678,"Interim Review","11/15/2017","10/8/2018"
"12538","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94679,"Interim Review","2/12/2018","10/8/2018"
"12539","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,94682,"Interim Review","5/5/2018","10/8/2018"
"12540","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,96836,"Interim Review","8/2/2018","11/6/2018"
"12541","PH - Permanent Supportive Housing (disability required for entry) (HUD)",1003522,349205,96837,"Interim Review","11/6/2018","11/6/2018"
"12542","PH - Rapid Re-Housing (HUD)",768767,322235,39658,"Interim Review","9/13/2016","1/27/2017"
"12543","PH - Rapid Re-Housing (HUD)",768767,322235,40923,"Interim Review","7/5/2016","10/7/2016"
"12544","PH - Rapid Re-Housing (HUD)",768767,322235,45796,"Interim Review","12/29/2016","1/27/2017"
"12545","PH - Rapid Re-Housing (HUD)",768767,322235,51210,"Interim Review","3/6/2017","4/26/2017"
"12546","PH - Rapid Re-Housing (HUD)",768767,322235,62058,"Interim Review","7/27/2017","4/18/2018"
"12547","PH - Rapid Re-Housing (HUD)",768767,322235,62059,"Interim Review","6/5/2017","4/18/2018"
"12548","PH - Rapid Re-Housing (HUD)",768767,322235,75347,"Interim Review","1/1/2017","3/6/2018"
"12549","PH - Rapid Re-Housing (HUD)",768767,322235,79944,"Interim Review","4/18/2017","4/18/2018"
"12550","PH - Rapid Re-Housing (HUD)",774281,310259,39873,"Interim Review","9/13/2016","9/13/2016"
"12551","PH - Rapid Re-Housing (HUD)",774281,310259,40364,"Interim Review","7/27/2016","9/28/2016"
"12552","PH - Rapid Re-Housing (HUD)",774281,310259,48747,"Interim Review","12/21/2016","3/6/2017"
"12553","PH - Rapid Re-Housing (HUD)",774281,310259,49569,"Interim Review","3/20/2017","3/22/2017"
"12554","PH - Rapid Re-Housing (HUD)",774281,310259,51598,"Interim Review","4/26/2017","5/2/2017"
"12555","PH - Rapid Re-Housing (HUD)",774281,310259,55751,"Interim Review","6/1/2017","6/27/2017"
"12556","PH - Rapid Re-Housing (HUD)",774281,310259,60428,"Interim Review","8/30/2017","8/31/2017"
"12557","PH - Rapid Re-Housing (HUD)",774282,395188,38154,"Interim Review","7/19/2016","8/9/2016"
"12558","PH - Rapid Re-Housing (HUD)",774282,395188,40357,"Interim Review","6/8/2016","4/28/2017"
"12559","PH - Rapid Re-Housing (HUD)",774282,395188,49691,"Interim Review","10/17/2016","3/24/2017"
"12560","PH - Rapid Re-Housing (HUD)",774282,395188,49692,"Interim Review","1/10/2017","3/24/2017"
"12561","PH - Rapid Re-Housing (HUD)",774282,395188,51650,"Interim Review","4/4/2017","5/3/2017"
"12562","PH - Rapid Re-Housing (HUD)",774282,395188,51824,"Interim Review","5/8/2017","5/8/2017"
"12563","PH - Rapid Re-Housing (HUD)",774282,395188,59366,"Interim Review","7/11/2017","8/15/2017"
"12564","PH - Rapid Re-Housing (HUD)",774559,152816,38136,"Interim Review","7/11/2016","8/9/2016"
"12565","PH - Rapid Re-Housing (HUD)",774559,152816,40358,"Interim Review","6/15/2016","5/3/2017"
"12566","PH - Rapid Re-Housing (HUD)",774559,152816,51652,"Interim Review","1/31/2017","5/3/2017"
"12567","PH - Rapid Re-Housing (HUD)",774559,152816,51654,"Interim Review","4/11/2017","5/3/2017"
"12568","PH - Rapid Re-Housing (HUD)",774559,152816,53213,"Interim Review","10/17/2016","5/25/2017"
"12569","PH - Rapid Re-Housing (HUD)",774559,152816,56316,"Interim Review","5/11/2017","7/6/2017"
"12570","PH - Rapid Re-Housing (HUD)",774559,152816,56317,"Interim Review","7/6/2017","7/6/2017"
"12571","PH - Rapid Re-Housing (HUD)",793686,334696,40367,"Interim Review","7/25/2016","9/28/2016"
"12572","PH - Rapid Re-Housing (HUD)",793686,334696,49919,"Interim Review","9/26/2016","3/29/2017"
"12573","PH - Rapid Re-Housing (HUD)",793686,334696,49920,"Interim Review","12/8/2016","3/29/2017"
"12574","PH - Rapid Re-Housing (HUD)",793686,334696,49921,"Interim Review","3/3/2017","3/29/2017"
"12575","PH - Rapid Re-Housing (HUD)",793686,334696,55668,"Interim Review","6/21/2017","6/26/2017"
"12576","PH - Rapid Re-Housing (HUD)",794643,394326,40919,"Interim Review","8/11/2016","10/7/2016"
"12577","PH - Rapid Re-Housing (HUD)",794643,394326,42010,"Interim Review","10/4/2016","11/3/2016"
"12578","PH - Rapid Re-Housing (HUD)",794643,394326,45542,"Interim Review","1/12/2017","1/24/2017"
"12579","PH - Rapid Re-Housing (HUD)",794643,394326,50830,"Interim Review","4/4/2017","4/18/2017"
"12580","PH - Rapid Re-Housing (HUD)",794659,393618,39614,"Interim Review","9/7/2016","9/7/2016"
"12581","PH - Rapid Re-Housing (HUD)",794659,393618,40365,"Interim Review","7/27/2016","9/28/2016"
"12582","PH - Rapid Re-Housing (HUD)",794659,393618,49190,"Interim Review","12/2/2016","3/14/2017"
"12583","PH - Rapid Re-Housing (HUD)",806518,430177,42941,"Interim Review","7/22/2016","2/12/2018"
"12584","PH - Rapid Re-Housing (HUD)",806518,430177,72423,"Interim Review","7/22/2016","2/12/2018"
"12585","PH - Rapid Re-Housing (HUD)",806520,433338,47542,"Interim Review","11/18/2016","2/22/2017"
"12586","PH - Rapid Re-Housing (HUD)",806520,433338,47546,"Interim Review","12/14/2016","2/22/2017"
"12587","PH - Rapid Re-Housing (HUD)",806520,433338,47549,"Interim Review","12/28/2016","2/22/2017"
"12588","PH - Rapid Re-Housing (HUD)",806520,433338,61532,"Interim Review","4/28/2017","9/19/2017"
"12589","PH - Rapid Re-Housing (HUD)",806524,430828,40909,"Interim Review","8/5/2016","2/22/2017"
"12590","PH - Rapid Re-Housing (HUD)",806524,430828,72443,"Interim Review","8/5/2016","2/12/2018"
"12591","PH - Rapid Re-Housing (HUD)",806525,430829,40910,"Interim Review","8/5/2016","2/22/2017"
"12592","PH - Rapid Re-Housing (HUD)",806525,430829,72442,"Interim Review","8/5/2016","2/12/2018"
